molecule_chembl_id,bioactivity_class
CHEMBL2148053,active
CHEMBL513362,active
CHEMBL470218,active
CHEMBL3805782,active
CHEMBL3088225,inactive
CHEMBL5882437,active
CHEMBL66409,active
CHEMBL3357654,active
CHEMBL3357655,active
CHEMBL5994362,active
CHEMBL3919609,active
CHEMBL4279863,inactive
CHEMBL5980501,active
CHEMBL5270334,active
CHEMBL3623286,active
CHEMBL365606,active
CHEMBL3916141,active
CHEMBL5903857,active
CHEMBL6026502,active
CHEMBL5839323,active
CHEMBL6034481,active
CHEMBL470011,active
CHEMBL203644,active
CHEMBL4576626,inactive
CHEMBL196925,active
CHEMBL3114686,active
CHEMBL4227210,active
CHEMBL135902,active
CHEMBL4740063,active
CHEMBL328244,active
CHEMBL5913484,active
CHEMBL5784511,active
CHEMBL3663927,active
CHEMBL5560649,active
CHEMBL4588202,active
CHEMBL54475,active
CHEMBL1958215,active
CHEMBL5911586,active
CHEMBL97771,active
CHEMBL247468,active
CHEMBL451074,active
CHEMBL500591,active
CHEMBL3946232,active
CHEMBL5270336,active
CHEMBL3752370,active
CHEMBL338175,active
CHEMBL4642158,active
CHEMBL5946980,active
CHEMBL1645471,active
CHEMBL347854,inactive
CHEMBL4741678,active
CHEMBL1630118,active
CHEMBL4245415,active
CHEMBL4761468,active
CHEMBL5823957,active
CHEMBL5559069,active
CHEMBL3263964,active
CHEMBL4064361,active
CHEMBL5824770,active
CHEMBL4465727,active
CHEMBL5876724,active
CHEMBL204638,active
CHEMBL5833997,active
CHEMBL3671560,active
CHEMBL593294,active
CHEMBL5745455,active
CHEMBL3961961,active
CHEMBL3960332,active
CHEMBL2283259,inactive
CHEMBL6043477,active
CHEMBL5772446,active
CHEMBL4165126,active
CHEMBL4860202,inactive
CHEMBL5931975,active
CHEMBL5790308,active
CHEMBL4288246,active
CHEMBL4102179,active
CHEMBL1171822,inactive
CHEMBL4553708,inactive
CHEMBL232082,active
CHEMBL1828883,inactive
CHEMBL5961562,active
CHEMBL500640,active
CHEMBL2031307,active
CHEMBL5280635,active
CHEMBL422066,active
CHEMBL5565051,active
CHEMBL2070197,active
CHEMBL5963945,active
CHEMBL525725,active
CHEMBL153525,active
CHEMBL5874947,active
CHEMBL438440,active
CHEMBL5789472,active
CHEMBL5893218,active
CHEMBL5779580,active
CHEMBL5173986,active
CHEMBL5170653,active
CHEMBL3785393,active
CHEMBL3360615,active
CHEMBL5981661,active
CHEMBL3699602,active
CHEMBL473141,inactive
CHEMBL5760623,active
CHEMBL3233790,active
CHEMBL3975588,active
CHEMBL5860078,active
CHEMBL2070193,active
CHEMBL2048791,active
CHEMBL6026193,active
CHEMBL3622671,active
CHEMBL118130,active
CHEMBL4088760,active
CHEMBL5190204,active
CHEMBL5436096,active
CHEMBL31816,active
CHEMBL5750984,active
CHEMBL3671487,active
CHEMBL5759591,active
CHEMBL3671572,active
CHEMBL2333998,active
CHEMBL1241675,inactive
CHEMBL5914292,active
CHEMBL5801199,active
CHEMBL5892140,active
CHEMBL384699,active
CHEMBL3086106,active
CHEMBL516047,active
CHEMBL243410,active
CHEMBL4175024,active
CHEMBL5624580,active
CHEMBL5428623,active
CHEMBL4097883,active
CHEMBL4793338,active
CHEMBL1241586,active
CHEMBL5572670,active
CHEMBL5789905,active
CHEMBL2325108,active
CHEMBL3114687,active
CHEMBL3353410,active
CHEMBL4741340,active
CHEMBL5619849,active
CHEMBL55748,inactive
CHEMBL62843,inactive
CHEMBL5619554,active
CHEMBL331906,active
CHEMBL4786168,active
CHEMBL122411,active
CHEMBL3972316,active
CHEMBL5280292,active
CHEMBL291701,active
CHEMBL5946210,active
CHEMBL5987223,active
CHEMBL3759480,active
CHEMBL593292,active
CHEMBL1945448,active
CHEMBL5183327,active
CHEMBL5798503,inactive
CHEMBL417478,active
CHEMBL1630111,active
CHEMBL5918652,active
CHEMBL6003119,active
CHEMBL4536115,active
CHEMBL3622638,active
CHEMBL5898294,active
CHEMBL444619,active
CHEMBL4797395,active
CHEMBL1545480,active
CHEMBL3758582,active
CHEMBL3699585,active
CHEMBL5925992,active
CHEMBL4209019,active
CHEMBL4291900,active
CHEMBL63469,active
CHEMBL185327,inactive
CHEMBL76589,active
CHEMBL5862436,active
CHEMBL1829272,inactive
CHEMBL469354,active
CHEMBL1093099,inactive
CHEMBL3758951,active
CHEMBL432903,active
CHEMBL5872217,active
CHEMBL5411886,active
CHEMBL4463012,active
CHEMBL3355889,active
CHEMBL5831921,active
CHEMBL2437486,active
CHEMBL5279914,active
CHEMBL589120,inactive
CHEMBL165788,active
CHEMBL3806213,active
CHEMBL5396086,active
CHEMBL4105503,active
CHEMBL3671581,active
CHEMBL30432,active
CHEMBL1914671,active
CHEMBL6021920,active
CHEMBL6022955,active
CHEMBL5790648,active
CHEMBL251732,active
CHEMBL5742497,active
CHEMBL4740234,active
CHEMBL3978686,active
CHEMBL4794223,active
CHEMBL5804773,active
CHEMBL93734,active
CHEMBL4846607,active
CHEMBL3234745,active
CHEMBL5750713,active
CHEMBL5853466,active
CHEMBL5837340,active
CHEMBL372293,active
CHEMBL4519470,active
CHEMBL297968,active
CHEMBL4287629,active
CHEMBL5956184,active
CHEMBL1242853,active
CHEMBL1242024,active
CHEMBL5565103,active
CHEMBL379047,active
CHEMBL5849866,active
CHEMBL3905552,active
CHEMBL5400143,active
CHEMBL5836136,active
CHEMBL4060003,active
CHEMBL5803675,active
CHEMBL5972309,active
CHEMBL5619530,active
CHEMBL3760023,active
CHEMBL5571590,active
CHEMBL5840159,active
CHEMBL2408825,active
CHEMBL6040910,active
CHEMBL2425737,active
CHEMBL4877452,active
CHEMBL572030,active
CHEMBL5570405,active
CHEMBL505463,active
CHEMBL5819792,active
CHEMBL3623278,active
CHEMBL74722,active
CHEMBL320705,active
CHEMBL4446124,active
CHEMBL5786877,active
CHEMBL5268143,active
CHEMBL56912,active
CHEMBL3754040,active
CHEMBL4086821,active
CHEMBL2029431,active
CHEMBL5895880,active
CHEMBL420885,active
CHEMBL3786343,active
CHEMBL6028345,active
CHEMBL4283970,active
CHEMBL5881427,active
CHEMBL5278452,active
CHEMBL5266798,active
CHEMBL4284071,active
CHEMBL5404784,active
CHEMBL4290375,active
CHEMBL5850442,active
CHEMBL5597403,active
CHEMBL5918623,active
CHEMBL3436358,active
CHEMBL597569,active
CHEMBL3828079,active
CHEMBL3787220,active
CHEMBL6000674,active
CHEMBL279481,inactive
CHEMBL5184313,active
CHEMBL5937054,active
CHEMBL6028388,active
CHEMBL4757145,active
CHEMBL3671496,active
CHEMBL590878,active
CHEMBL5950803,active
CHEMBL93284,active
CHEMBL5206697,active
CHEMBL5914297,active
CHEMBL4861346,active
CHEMBL1782692,active
CHEMBL3355875,active
CHEMBL3937949,active
CHEMBL96065,active
CHEMBL5896779,inactive
CHEMBL2347969,active
CHEMBL2425093,active
CHEMBL2031297,active
CHEMBL2437471,active
CHEMBL5868212,active
CHEMBL5879850,active
CHEMBL1760035,active
CHEMBL3699617,active
CHEMBL31630,active
CHEMBL460736,active
CHEMBL3655350,active
CHEMBL1242658,inactive
CHEMBL5175873,active
CHEMBL91914,inactive
CHEMBL448628,active
CHEMBL6042374,active
CHEMBL54474,active
CHEMBL245869,active
CHEMBL69964,active
CHEMBL176891,active
CHEMBL255871,active
CHEMBL408565,inactive
CHEMBL1830129,inactive
CHEMBL5826650,active
CHEMBL5275642,active
CHEMBL6062783,active
CHEMBL5289352,active
CHEMBL4087375,active
CHEMBL4093954,active
CHEMBL5768666,active
CHEMBL5756092,active
CHEMBL5274305,active
CHEMBL3699621,active
CHEMBL5755058,active
CHEMBL5955416,active
CHEMBL1944641,inactive
CHEMBL161956,active
CHEMBL521155,inactive
CHEMBL5597916,active
CHEMBL5968112,active
CHEMBL5920179,active
CHEMBL5978253,active
CHEMBL511449,inactive
CHEMBL53428,active
CHEMBL3655346,active
CHEMBL4778159,active
CHEMBL5762278,active
CHEMBL2426287,active
CHEMBL5813773,active
CHEMBL2178368,active
CHEMBL371863,active
CHEMBL1944927,inactive
CHEMBL205059,active
CHEMBL3909201,active
CHEMBL4078920,active
CHEMBL3759015,active
CHEMBL5834686,active
CHEMBL1923007,active
CHEMBL5206683,active
CHEMBL5780557,active
CHEMBL5917268,active
CHEMBL1928949,active
CHEMBL5814141,active
CHEMBL4538066,active
CHEMBL5929353,active
CHEMBL5949485,active
CHEMBL5272858,active
CHEMBL596755,active
CHEMBL5993924,active
CHEMBL3416629,active
CHEMBL5832640,active
CHEMBL493428,active
CHEMBL5631083,active
CHEMBL473427,active
CHEMBL73625,inactive
CHEMBL3954906,active
CHEMBL6036007,active
CHEMBL5572504,active
CHEMBL284326,active
CHEMBL5971019,active
CHEMBL332938,active
CHEMBL1221700,active
CHEMBL305246,active
CHEMBL590558,active
CHEMBL3219127,active
CHEMBL248877,active
CHEMBL3612593,active
CHEMBL4878421,active
CHEMBL6030424,active
CHEMBL4784777,active
CHEMBL5200598,active
CHEMBL356850,active
CHEMBL496174,active
CHEMBL495979,active
CHEMBL571809,active
CHEMBL4061829,active
CHEMBL95774,active
CHEMBL5912662,active
CHEMBL5758862,active
CHEMBL4289490,active
CHEMBL116595,active
CHEMBL4228848,active
CHEMBL1821874,active
CHEMBL253292,active
CHEMBL6018816,active
CHEMBL6020997,active
CHEMBL6007655,active
CHEMBL3344217,active
CHEMBL5862480,inactive
CHEMBL4098444,active
CHEMBL4634317,inactive
CHEMBL3753305,active
CHEMBL2437224,active
CHEMBL3916644,active
CHEMBL3809045,active
CHEMBL5782176,active
CHEMBL175409,active
CHEMBL1619395,active
CHEMBL3297998,active
CHEMBL1910275,inactive
CHEMBL6058591,active
CHEMBL6022727,active
CHEMBL139307,active
CHEMBL5846040,active
CHEMBL4575583,active
CHEMBL373207,active
CHEMBL4099713,active
CHEMBL3086104,active
CHEMBL312753,active
CHEMBL3676363,active
CHEMBL4171115,active
CHEMBL6043071,active
CHEMBL137788,active
CHEMBL2437227,active
CHEMBL4454516,active
CHEMBL4077419,active
CHEMBL5186680,active
CHEMBL5772311,active
CHEMBL5902984,active
CHEMBL1829274,inactive
CHEMBL3916927,active
CHEMBL5802687,active
CHEMBL3233786,active
CHEMBL4435699,active
CHEMBL5555620,active
CHEMBL4076434,active
CHEMBL154911,inactive
CHEMBL4859473,active
CHEMBL460746,active
CHEMBL6022949,active
CHEMBL1242201,active
CHEMBL3671530,active
CHEMBL5811425,active
CHEMBL4129387,active
CHEMBL6039588,active
CHEMBL5565728,active
CHEMBL6023228,active
CHEMBL6019018,active
CHEMBL3040806,active
CHEMBL3092324,active
CHEMBL91748,active
CHEMBL2336361,inactive
CHEMBL3425666,active
CHEMBL5880574,active
CHEMBL403569,active
CHEMBL249927,active
CHEMBL208358,active
CHEMBL3678957,active
CHEMBL5824767,active
CHEMBL3633934,active
CHEMBL3805299,active
CHEMBL5938227,active
CHEMBL3297893,active
CHEMBL204268,active
CHEMBL2335013,inactive
CHEMBL4288080,active
CHEMBL2148046,active
CHEMBL5180894,active
CHEMBL5889356,active
CHEMBL440453,active
CHEMBL4071463,active
CHEMBL3699611,active
CHEMBL258940,active
CHEMBL5435225,active
CHEMBL421326,active
CHEMBL91484,active
CHEMBL5812980,active
CHEMBL5809227,active
CHEMBL5207479,active
CHEMBL122721,inactive
CHEMBL5286092,active
CHEMBL162719,active
CHEMBL514436,active
CHEMBL4637274,active
CHEMBL3671547,active
CHEMBL5988246,active
CHEMBL5820547,active
CHEMBL29641,active
CHEMBL2031311,active
CHEMBL3655341,active
CHEMBL4083224,active
CHEMBL5934729,active
CHEMBL1242755,active
CHEMBL5573322,inactive
CHEMBL102726,active
CHEMBL325245,active
CHEMBL5175891,active
CHEMBL6021002,active
CHEMBL5879816,active
CHEMBL5076067,active
CHEMBL5865099,active
CHEMBL5416252,active
CHEMBL4289728,active
CHEMBL6002699,active
CHEMBL5563485,active
CHEMBL241919,active
CHEMBL5980554,active
CHEMBL2048908,active
CHEMBL3360606,active
CHEMBL168661,active
CHEMBL1829275,inactive
CHEMBL3806066,active
CHEMBL1242200,inactive
CHEMBL5439238,active
CHEMBL2425088,active
CHEMBL3325470,inactive
CHEMBL3699614,active
CHEMBL3678946,active
CHEMBL6044345,active
CHEMBL47173,inactive
CHEMBL341319,active
CHEMBL2322329,active
CHEMBL5281140,active
CHEMBL5266601,active
CHEMBL4584413,active
CHEMBL277667,inactive
CHEMBL4096021,active
CHEMBL5788210,active
CHEMBL5273197,active
CHEMBL5583867,active
CHEMBL5744692,active
CHEMBL25450,active
CHEMBL3676343,active
CHEMBL2283257,inactive
CHEMBL4129607,active
CHEMBL1084117,inactive
CHEMBL5440626,active
CHEMBL3671492,active
CHEMBL430031,active
CHEMBL5406303,active
CHEMBL3906533,active
CHEMBL5849525,active
CHEMBL4225565,active
CHEMBL3676342,active
CHEMBL3671569,active
CHEMBL4173032,active
CHEMBL4785569,active
CHEMBL5916200,active
CHEMBL6010478,active
CHEMBL3977326,active
CHEMBL210378,active
CHEMBL5198992,active
CHEMBL5280471,active
CHEMBL5800758,active
CHEMBL5993268,active
CHEMBL3815161,active
CHEMBL523059,inactive
CHEMBL6043125,active
CHEMBL293251,inactive
CHEMBL5879924,active
CHEMBL5758455,active
CHEMBL4105329,active
CHEMBL3752074,active
CHEMBL4116552,active
CHEMBL2148049,active
CHEMBL4080008,active
CHEMBL4204354,inactive
CHEMBL5555183,inactive
CHEMBL3968417,active
CHEMBL4065984,active
CHEMBL6005779,active
CHEMBL5805378,active
CHEMBL5790950,active
CHEMBL5266896,active
CHEMBL305782,active
CHEMBL3234744,active
CHEMBL5619516,active
CHEMBL4851795,active
CHEMBL5967217,active
CHEMBL1242034,inactive
CHEMBL4473365,active
CHEMBL4241638,active
CHEMBL5998176,active
CHEMBL3235203,active
CHEMBL5843771,active
CHEMBL3676361,active
CHEMBL6008298,active
CHEMBL4791195,active
CHEMBL5916066,active
CHEMBL5208056,active
CHEMBL5740720,active
CHEMBL1095776,inactive
CHEMBL2152252,active
CHEMBL2064379,inactive
CHEMBL1233882,active
CHEMBL5080676,active
CHEMBL4800533,active
CHEMBL5759845,active
CHEMBL4749765,active
CHEMBL5275712,active
CHEMBL3680373,active
CHEMBL7917,active
CHEMBL3930965,active
CHEMBL5593471,active
CHEMBL5201054,active
CHEMBL5206164,active
CHEMBL1172843,active
CHEMBL2310642,active
CHEMBL6007835,active
CHEMBL4176787,active
CHEMBL5844317,active
CHEMBL3613702,active
CHEMBL5272096,active
CHEMBL5895507,active
CHEMBL5206298,active
CHEMBL93386,active
CHEMBL5755978,active
CHEMBL4753913,active
CHEMBL598611,active
CHEMBL5085816,active
CHEMBL5071181,active
CHEMBL4553484,active
CHEMBL5199341,active
CHEMBL5792678,active
CHEMBL256297,active
CHEMBL5962799,active
CHEMBL4748367,active
CHEMBL2070198,active
CHEMBL4587811,active
CHEMBL5630609,active
CHEMBL3814846,active
CHEMBL3806005,active
CHEMBL5954631,active
CHEMBL5918833,inactive
CHEMBL202421,active
CHEMBL246356,inactive
CHEMBL4085352,active
CHEMBL3233780,active
CHEMBL420624,active
CHEMBL117710,active
CHEMBL3967512,active
CHEMBL4126358,active
CHEMBL5184760,active
CHEMBL3759961,active
CHEMBL248864,active
CHEMBL5766471,active
CHEMBL5935095,active
CHEMBL74645,inactive
CHEMBL3951434,active
CHEMBL3752363,active
CHEMBL495733,active
CHEMBL3828021,active
CHEMBL3622649,active
CHEMBL6053635,active
CHEMBL5400371,active
CHEMBL5419101,active
CHEMBL4165894,active
CHEMBL5966545,active
CHEMBL1173398,inactive
CHEMBL5834784,active
CHEMBL599863,active
CHEMBL328879,active
CHEMBL4227201,active
CHEMBL3759478,active
CHEMBL5913710,active
CHEMBL5746419,active
CHEMBL6046464,active
CHEMBL1683960,active
CHEMBL3763405,active
CHEMBL542733,active
CHEMBL5927526,active
CHEMBL1821888,inactive
CHEMBL4087921,inactive
CHEMBL4126654,active
CHEMBL5901093,active
CHEMBL6047629,active
CHEMBL1744349,active
CHEMBL5763010,active
CHEMBL5563422,active
CHEMBL5559367,active
CHEMBL3219505,active
CHEMBL1928959,active
CHEMBL5794723,active
CHEMBL5094480,active
CHEMBL3799345,inactive
CHEMBL3237947,inactive
CHEMBL3612573,active
CHEMBL4539566,active
CHEMBL3798556,inactive
CHEMBL5566173,active
CHEMBL4638194,active
CHEMBL3663937,active
CHEMBL3416437,active
CHEMBL3676380,active
CHEMBL6058695,active
CHEMBL4787483,active
CHEMBL5406792,active
CHEMBL4465497,active
CHEMBL4593609,active
CHEMBL4516635,active
CHEMBL340660,active
CHEMBL4226562,active
CHEMBL5194245,active
CHEMBL5273525,active
CHEMBL4288761,active
CHEMBL5755313,active
CHEMBL5776776,active
CHEMBL225720,active
CHEMBL5953610,active
CHEMBL271705,active
CHEMBL5973646,active
CHEMBL3753142,active
CHEMBL5937036,active
CHEMBL6058524,active
CHEMBL3892567,active
CHEMBL5862502,active
CHEMBL340611,active
CHEMBL4283823,active
CHEMBL5996878,active
CHEMBL31876,active
CHEMBL6060271,active
CHEMBL4464589,active
CHEMBL345862,inactive
CHEMBL4575267,active
CHEMBL5560045,inactive
CHEMBL1229517,active
CHEMBL196738,active
CHEMBL3902576,inactive
CHEMBL2064400,inactive
CHEMBL5422135,active
CHEMBL4436337,active
CHEMBL4060320,active
CHEMBL5787750,active
CHEMBL6027911,active
CHEMBL36967,active
CHEMBL57323,active
CHEMBL3827349,active
CHEMBL4792577,active
CHEMBL5088574,active
CHEMBL454002,inactive
CHEMBL3902778,active
CHEMBL4584630,active
CHEMBL597752,active
CHEMBL1641996,inactive
CHEMBL3676377,active
CHEMBL3676375,active
CHEMBL3676376,active
CHEMBL4750343,active
CHEMBL5209545,active
CHEMBL3806143,active
CHEMBL4514452,active
CHEMBL1944931,inactive
CHEMBL3416447,active
CHEMBL3416591,active
CHEMBL5193027,active
CHEMBL251315,active
CHEMBL399373,active
CHEMBL251314,active
CHEMBL1241271,inactive
CHEMBL5202119,active
CHEMBL3753836,active
CHEMBL5882388,active
CHEMBL422292,active
CHEMBL3092307,active
CHEMBL2048797,active
CHEMBL3982619,active
CHEMBL283088,active
CHEMBL3925959,active
CHEMBL5191556,active
CHEMBL4213741,active
CHEMBL4206312,active
CHEMBL1928946,active
CHEMBL74481,active
CHEMBL53898,active
CHEMBL4858714,active
CHEMBL5909516,active
CHEMBL5789779,active
CHEMBL5177090,active
CHEMBL5200160,inactive
CHEMBL3806110,active
CHEMBL5841377,active
CHEMBL3671556,active
CHEMBL5769174,active
CHEMBL5206817,active
CHEMBL5170278,active
CHEMBL1203938,active
CHEMBL5939053,active
CHEMBL4778248,active
CHEMBL1079742,active
CHEMBL1812573,active
CHEMBL5591930,active
CHEMBL4763967,active
CHEMBL5934800,active
CHEMBL1242846,inactive
CHEMBL5852243,active
CHEMBL490570,inactive
CHEMBL1934622,active
CHEMBL3671535,active
CHEMBL4867893,active
CHEMBL6033429,active
CHEMBL5760776,active
CHEMBL3814182,active
CHEMBL4470214,inactive
CHEMBL3622675,active
CHEMBL5271043,active
CHEMBL3740614,inactive
CHEMBL5416812,active
CHEMBL5871700,active
CHEMBL5893022,active
CHEMBL5286368,active
CHEMBL207037,active
CHEMBL6042815,active
CHEMBL6048717,active
CHEMBL5858369,active
CHEMBL5198433,active
CHEMBL5406587,active
CHEMBL5265870,active
CHEMBL6062282,active
CHEMBL4776751,active
CHEMBL5192184,active
CHEMBL5083034,active
CHEMBL490577,active
CHEMBL596761,active
CHEMBL4534611,active
CHEMBL505626,active
CHEMBL113863,active
CHEMBL5280092,active
CHEMBL5925185,active
CHEMBL3663930,active
CHEMBL5885768,active
CHEMBL3098319,inactive
CHEMBL1688861,active
CHEMBL3655349,active
CHEMBL5793411,active
CHEMBL2021576,active
CHEMBL2021575,active
CHEMBL420254,active
CHEMBL473428,active
CHEMBL403435,active
CHEMBL5220529,active
CHEMBL3357647,active
CHEMBL3357648,active
CHEMBL5860901,active
CHEMBL4776012,active
CHEMBL5968961,active
CHEMBL5782179,active
CHEMBL3905284,active
CHEMBL4102822,active
CHEMBL5972469,active
CHEMBL4209801,active
CHEMBL3921710,active
CHEMBL5979309,active
CHEMBL153573,active
CHEMBL126903,active
CHEMBL4873506,active
CHEMBL5810016,active
CHEMBL2381505,active
CHEMBL3957801,active
CHEMBL1241773,inactive
CHEMBL396079,active
CHEMBL5739768,active
CHEMBL4166436,active
CHEMBL4587222,active
CHEMBL3622678,active
CHEMBL2324871,active
CHEMBL5422465,active
CHEMBL5287042,active
CHEMBL92709,active
CHEMBL5982869,active
CHEMBL3787662,active
CHEMBL5199612,active
CHEMBL2347966,active
CHEMBL3814211,active
CHEMBL452768,active
CHEMBL349070,active
CHEMBL4643111,active
CHEMBL5560711,active
CHEMBL589413,inactive
CHEMBL3416597,active
CHEMBL5772330,active
CHEMBL4100777,active
CHEMBL5928380,active
CHEMBL5932679,active
CHEMBL3774609,active
CHEMBL5750528,active
CHEMBL5415418,active
CHEMBL387207,active
CHEMBL6008076,active
CHEMBL5962946,active
CHEMBL4588786,active
CHEMBL195204,active
CHEMBL4082884,active
CHEMBL5996771,active
CHEMBL3361128,inactive
CHEMBL5759138,active
CHEMBL4088135,active
CHEMBL4207750,active
CHEMBL192737,active
CHEMBL4076405,active
CHEMBL3676353,active
CHEMBL4060996,active
CHEMBL5873242,inactive
CHEMBL3425663,active
CHEMBL5988366,active
CHEMBL62701,inactive
CHEMBL6032856,active
CHEMBL5816591,active
CHEMBL4527121,active
CHEMBL3926657,active
CHEMBL4647257,active
CHEMBL3219348,active
CHEMBL5169328,active
CHEMBL3416606,active
CHEMBL4634127,active
CHEMBL1928709,inactive
CHEMBL4068254,inactive
CHEMBL5741973,active
CHEMBL3806292,active
CHEMBL5425883,active
CHEMBL1934628,active
CHEMBL5173979,active
CHEMBL6012981,active
CHEMBL5573631,active
CHEMBL5940006,active
CHEMBL4225255,active
CHEMBL5189183,active
CHEMBL5968711,active
CHEMBL291496,active
CHEMBL165630,active
CHEMBL3671544,active
CHEMBL3622623,active
CHEMBL1242119,inactive
CHEMBL2179119,active
CHEMBL3774982,active
CHEMBL3297899,active
CHEMBL5905340,active
CHEMBL3671515,active
CHEMBL56081,inactive
CHEMBL5752067,active
CHEMBL4592101,active
CHEMBL2385985,active
CHEMBL1242754,active
CHEMBL4441933,active
CHEMBL1087054,inactive
CHEMBL6051171,active
CHEMBL5195531,active
CHEMBL5967931,active
CHEMBL2048795,active
CHEMBL5975243,active
CHEMBL5909544,active
CHEMBL5190132,active
CHEMBL4086878,active
CHEMBL4857353,active
CHEMBL399928,active
CHEMBL4780286,active
CHEMBL513716,active
CHEMBL436511,active
CHEMBL373882,inactive
CHEMBL5266100,active
CHEMBL2381510,active
CHEMBL4468924,active
CHEMBL5858538,active
CHEMBL3663922,active
CHEMBL2426283,inactive
CHEMBL5625037,active
CHEMBL3086102,active
CHEMBL5188568,active
CHEMBL5942187,active
CHEMBL5275916,active
CHEMBL328277,active
CHEMBL3930810,active
CHEMBL5864704,active
CHEMBL213874,active
CHEMBL54091,active
CHEMBL5834453,active
CHEMBL3759022,active
CHEMBL5851650,active
CHEMBL4441440,active
CHEMBL242541,active
CHEMBL2111784,active
CHEMBL542891,active
CHEMBL5575614,active
CHEMBL5959718,active
CHEMBL4794131,active
CHEMBL3233792,active
CHEMBL589119,inactive
CHEMBL5942334,active
CHEMBL1683965,active
CHEMBL5988897,active
CHEMBL262276,active
CHEMBL4786701,active
CHEMBL56731,active
CHEMBL3612567,active
CHEMBL583218,active
CHEMBL3360616,active
CHEMBL324718,active
CHEMBL2437464,active
CHEMBL5812562,active
CHEMBL388978,active
CHEMBL5755363,active
CHEMBL5572882,active
CHEMBL5920201,active
CHEMBL5949226,active
CHEMBL5806097,active
CHEMBL127223,active
CHEMBL217090,active
CHEMBL3325477,active
CHEMBL4101719,active
CHEMBL5188730,active
CHEMBL4791596,active
CHEMBL5764948,active
CHEMBL3608432,active
CHEMBL3233774,active
CHEMBL1947125,active
CHEMBL5190513,active
CHEMBL6065436,active
CHEMBL5908256,active
CHEMBL157021,inactive
CHEMBL3966111,active
CHEMBL1821881,inactive
CHEMBL1242030,inactive
CHEMBL504173,active
CHEMBL384711,active
CHEMBL119033,active
CHEMBL3759257,active
CHEMBL507714,active
CHEMBL293991,active
CHEMBL5969655,active
CHEMBL4750368,active
CHEMBL555201,active
CHEMBL5411617,active
CHEMBL3416595,active
CHEMBL5517879,active
CHEMBL5290340,active
CHEMBL5933544,active
CHEMBL5285503,active
CHEMBL3814257,active
CHEMBL3680378,active
CHEMBL155607,inactive
CHEMBL3977504,active
CHEMBL274732,active
CHEMBL4447962,active
CHEMBL5873524,active
CHEMBL4441037,active
CHEMBL6027273,active
CHEMBL5972461,active
CHEMBL3929448,active
CHEMBL600048,inactive
CHEMBL5932930,active
CHEMBL5425121,active
CHEMBL3098318,inactive
CHEMBL3633142,active
CHEMBL4520801,active
CHEMBL5781756,active
CHEMBL4293134,active
CHEMBL5419895,active
CHEMBL1928957,active
CHEMBL3622644,active
CHEMBL4083467,inactive
CHEMBL609321,active
CHEMBL4087709,active
CHEMBL4460706,active
CHEMBL4081252,active
CHEMBL6008308,active
CHEMBL207869,active
CHEMBL596059,active
CHEMBL3655344,active
CHEMBL5180914,active
CHEMBL5183286,active
CHEMBL3098315,inactive
CHEMBL4126630,active
CHEMBL5975408,active
CHEMBL6015868,active
CHEMBL5758018,active
CHEMBL4224932,active
CHEMBL3910422,active
CHEMBL4535047,active
CHEMBL5632295,active
CHEMBL3979264,active
CHEMBL4086000,active
CHEMBL5558799,active
CHEMBL4784258,active
CHEMBL6000502,active
CHEMBL4787951,active
CHEMBL6013821,active
CHEMBL5289059,active
CHEMBL5180725,active
CHEMBL1202477,active
CHEMBL500072,active
CHEMBL1683956,active
CHEMBL5812371,active
CHEMBL1630109,active
CHEMBL247709,active
CHEMBL5764068,active
CHEMBL53665,active
CHEMBL3676372,active
CHEMBL3908303,active
CHEMBL1242287,active
CHEMBL5172338,active
CHEMBL4169489,active
CHEMBL5990988,active
CHEMBL5272004,active
CHEMBL592617,active
CHEMBL5274692,active
CHEMBL5418390,active
CHEMBL382862,inactive
CHEMBL591440,inactive
CHEMBL4550104,active
CHEMBL278287,inactive
CHEMBL5926126,active
CHEMBL5830978,active
CHEMBL380247,active
CHEMBL5172668,active
CHEMBL1916897,active
CHEMBL5994162,active
CHEMBL3297816,active
CHEMBL3633775,active
CHEMBL5924640,active
CHEMBL5898457,active
CHEMBL5746124,inactive
CHEMBL162053,active
CHEMBL285063,active
CHEMBL25579,active
CHEMBL6032445,active
CHEMBL3545308,active
CHEMBL3676370,active
CHEMBL382823,active
CHEMBL5993206,active
CHEMBL4099008,active
CHEMBL3980793,active
CHEMBL3633928,active
CHEMBL3234756,active
CHEMBL401251,active
CHEMBL1817964,active
CHEMBL5866385,active
CHEMBL169920,active
CHEMBL4782025,active
CHEMBL1257795,inactive
CHEMBL5860200,active
CHEMBL5889231,active
CHEMBL3965948,active
CHEMBL3655345,active
CHEMBL3355873,active
CHEMBL5850364,active
CHEMBL567197,active
CHEMBL255656,active
CHEMBL5887579,active
CHEMBL32079,active
CHEMBL3633941,active
CHEMBL1242289,active
CHEMBL4442932,inactive
CHEMBL5849883,active
CHEMBL3544983,active
CHEMBL1956886,inactive
CHEMBL4759697,active
CHEMBL5198812,active
CHEMBL1272223,active
CHEMBL3800262,inactive
CHEMBL1914654,active
CHEMBL1928708,active
CHEMBL5950027,active
CHEMBL5871981,active
CHEMBL3633151,active
CHEMBL5940893,active
CHEMBL286343,active
CHEMBL5966612,active
CHEMBL1645472,active
CHEMBL5809367,active
CHEMBL6015951,active
CHEMBL3754803,active
CHEMBL3805260,active
